numéro_département;numéro_circonscription;nom_commune;codes_postaux;code_insee;latitude;longitude
29;5;Plouescat;29430;29185;48.666667;-4.166667
29;5;Trégarantec;29260;29288;48.55;-4.283333
29;4;Guimaëc;29620;29073;48.666667;-3.7
56;6;Gourin;56110;56066;48.133333;-3.6
29;4;Garlan;29610;29059;48.6;-3.75
29;6;La Feuillée;29690;29054;48.4;-3.85
29;4;Plouzévédé;29440;29213;48.6;-4.116667
29;4;Carantec;29660;29023;48.666667;-3.916667
29;5;Plougar;29440;29187;48.566667;-4.15
29;4;Sibiril;29250;29276;48.666667;-4.066667
29;4;Mespaul;29420;29148;48.616667;-4.016667
29;4;Saint-Martin-des-Champs;29600;29254;48.583333;-3.833333
29;4;Roscoff;29680;29239;48.733333;-3.983333
29;5;Kerlouan;29890;29091;48.65;-4.366667
29;5;Brignogan-Plages;29890;29021;48.666667;-4.316667
29;5;Goulven;29890;29064;48.633333;-4.3
29;4;Henvic;29670;29079;48.633333;-3.933333
29;5;Saint-Derrien;29440;29244;48.55;-4.183333
29;5;Guissény;29880;29077;48.633333;-4.416667
29;5;Tréglonou;29870;29290;48.55;-4.533333
29;5;Landéda;29870;29101;48.583333;-4.566667
29;3;Saint-Renan;29290;29260;48.433333;-4.616667
29;3;Plabennec;29860;29160;48.5;-4.433333
29;7;Plogoff;29770;29168;48.033333;-4.666667
29;3;Lampaul-Ploudalmézeau;29830;29099;48.566667;-4.65
29;3;Plouguin;29830;29196;48.533333;-4.6
29;5;Lanhouarneau;29430;29111;48.583333;-4.2
29;5;Trémaouézan;29800;29295;48.5;-4.25
29;4;Plougoulm;29250;29192;48.666667;-4.05
29;5;Lannilis;29870;29117;48.566667;-4.516667
29;4;Plouénan;29420;29184;48.633333;-4
29;4;Locquénolé;29670;29132;48.616667;-3.866667
29;5;Pencran;29800;29156;48.433333;-4.233333
29;4;Saint-Vougay;29440;29271;48.6;-4.133333
29;4;Guiclan;29410;29068;48.55;-3.966667
29;6;Châteauneuf-du-Faou;29520;29027;48.183333;-3.816667
29;4;Trézilidé;29440;29301;48.616667;-4.083333
29;4;Taulé;29670;29279;48.6;-3.9
56;6;Roudouallec;56110;56199;48.125;-3.716667
29;4;Plouégat-Guerrand;29620;29182;48.616667;-3.666667
29;6;Plouyé;29690;29211;48.316667;-3.733333
29;5;Kernouës;29260;29094;48.583333;-4.35
29;3;Brest;29200;29019;48.4;-4.483333
29;2;Gouesnou;29850;29061;48.45;-4.466667
29;4;Saint-Thégonnec;29410;29266;48.516667;-3.95
29;6;Roscanvel;29570;29238;48.316667;-4.55
56;6;Guiscriff;56560;56081;48.05;-3.65
29;3;Brélčs;29810;29017;48.483333;-4.716667
29;3;Porspoder;29840;29221;48.5;-4.766667
29;3;Landunvez;29840;29109;48.533333;-4.733333
29;3;Loc-Brévalaire;29260;29126;48.55;-4.4
29;6;Scrignac;29640;29275;48.433333;-3.683333
29;3;Lanildut;29840;29112;48.483333;-4.75
29;4;Plougasnou;29630;29188;48.7;-3.8
29;5;Plouguerneau;29880;29195;48.6;-4.5
29;3;Plouvien;29860;29209;48.533333;-4.45
29;5;Saint-Frégant;29260;29248;48.6;-4.383333
29;4;Saint-Jean-du-Doigt;29630;29251;48.7;-3.766667
30;2;Le Grau-du-Roi;30240;30133;43.533333;4.141667
30;2;Aigues-Mortes;30220;30003;43.566667;4.191667
30;5;Vissec;30770;30353;43.9;3.459
30;5;Alzon;30770;30009;43.966667;3.44004
30;5;Causse-Bégon;30750;30074;44.058333;3.358333
30;5;Dourbies;30750;30105;44.066667;3.4463
30;5;Trčves;30750;30332;44.075;3.391667
51;6;Olizy;51700;51414;49.15;3.758333
30;4;Malons-et-Elze;30450;30153;44.4176;4.02343
31;6;Lévignac;31530;31297;43;67
69;13;Meyzieu;69330;69282;45;77
82;1;Saint-Projet;82160;82172;44.308333;1.791667
31;7;Roques;31120;31458;43.508333;1.375
32;2;Labarrčre;32250;32168;43.958333;0.141667
33;8;Lucmau;33840;33255;44.341667;-0.308333
33;8;Grignols;33690;33195;44.391667;-0.041667
33;9;Fargues;33210;33164;44.533333;-0.275
33;8;La Teste-de-Buch;33260;33529;44.6343;-1.13704
33;8;Arcachon;33120;33009;44.65889;-1.16355
33;10;Landerrouat;33790;33223;44.74196;0.15898
33;8;Arčs;33740;33011;44.7671;-1.1394
33;10;Saint-Avit-de-Soulčge;33220;33377;44.808333;0.125
33;10;Sainte-Radegonde;33350;33468;44.841667;-0.025
33;5;Le Porge;33680;33333;44.866667;-1.091
33;5;Lacanau;33680;33214;44.983333;-1.079
33;11;Saint-André-de-Cubzac;33240;33366;44.991667;-0.441667
33;11;Cubnezais;33620;33142;45.075;-0.408333
33;5;Talais;33590;33521;45.475;-1.058333
33;5;Vensac;33590;33541;45.4;-1.041667
33;5;Jau-Dignac-et-Loirac;33590;33208;45.40757;-0.95581
34;3;Saint-Brčs;34670;34244;43.666667;4.025
85;1;Palluau;85670;85169;46.8;-1.616667
85;3;Commequiers;85220;85071;46.766667;-1.85
85;1;Saint-Paul-Mont-Penit;85670;85260;46.8;-1.666667
64;5;Bayonne;64100;64102;43.483333;-1.483333
85;4;Cugand;85610;85076;47.066667;-1.25
85;1;Belleville-sur-Vie;85170;85019;46.783333;-1.433333
85;3;Château-d'Olonne;85180;85060;46.5;-1.733333
85;3;Landevieille;85220;85120;46.633333;-1.816667
85;1;Challans;85300;85047;46.85;-1.883333
85;1;Maché;85190;85130;46.75;-1.683333
64;5;Anglet;64600;64024;43.483333;-1.533333
85;1;La Garnache;85710;85096;46.883333;-1.833333
50;4;Gréville-Hague;50440;50220;49.666667;-1.8
85;2;Landeronde;85150;85118;46.666667;-1.566667
85;2;Péault;85320;85171;46.5;-1.216667
85;1;Saint-Etienne-du-Bois;85670;85210;46.833333;-1.6
85;3;L'Ile-d'Olonne;85340;85112;46.566667;-1.783333
85;1;Les Lucs-sur-Boulogne;85170;85129;46.833333;-1.5
85;2;Saint-Vincent-sur-Jard;85520;85278;46.416667;-1.55
85;1;Mouilleron-le-Captif;85000;85155;46.716667;-1.45
85;1;Froidfond;85300;85095;46.866667;-1.75
85;2;Sainte-Flaive-des-Loups;85150;85211;46.616667;-1.583333
85;4;Treize-Septiers;85600;85295;46.983333;-1.233333
44;9;Frossay;44320;44061;47.25;-1.933333
85;1;Saint-André-Treize-Voies;85260;85197;46.933333;-1.416667
85;2;Saint-Julien-des-Landes;85150;85236;46.633333;-1.716667
85;3;Bretignolles-sur-Mer;85470;85035;46.633333;-1.866667
85;1;Grand'Landes;85670;85102;46.816667;-1.65
64;5;Urt;64240;64546;43.5;-1.283333
85;1;Falleron;85670;85086;46.883333;-1.7
85;2;La Boissičre-des-Landes;85430;85026;46.566667;-1.466667
85;4;La Boissičre-de-Montaigu;85600;85025;46.95;-1.183333
35;3;Le Verger;35160;35351;48.06958;-1.93374
85;1;Bois-de-Céné;85710;85024;46.933333;-1.9
85;1;Saint-Christophe-du-Ligneron;85670;85204;46.833333;-1.766667
85;1;Châteauneuf;85710;85062;46.916667;-1.916667
56;4;Concoret;56430;56043;48.066667;-2.2
50;5;Tollevast;50470;50599;49.566667;-1.633333
36;2;Saint-Plantaire;36190;36207;46.458333;1.675
37;3;Tournon-Saint-Pierre;37290;37259;46.73718;0.95367
38;9;Rencurel;38680;38333;45.1;5.4722
38;8;Saint-Barthélemy;38270;38363;45.35;5.075
39;2;Saint-Laurent-en-Grandvaux;39150;39487;46;58
39;2;Bois-d'Amont;39220;39059;46.533333;6.1315
40;1;Moustey;40410;40200;44.35857;-0.76167
40;1;Argelouse;40430;40008;44.36596;-0.64616
40;1;Saugnacq-et-Muret;40410;40295;44.408333;-0.825
61;3;Montsecret;61800;61292;48.8;-0.675
40;1;Sanguinet;40460;40287;44.483333;-1.075
59;12;Grand-Fort-Philippe;59153;59272;51;2.108333
41;2;Theillay;41300;41256;47.316667;2.04029
41;2;Nouan-le-Fuzelier;41600;41161;47.54489;2.03628
92;8;Vaucresson;92420;92076;48.833333;2.175
41;2;Vouzon;41600;41296;47.65;2.0593
41;3;Beauvilliers;41290;41015;47.841667;1.258333
42;4;Malleval;42520;42132;45.383333;4.725
42;6;Saint-Cyr-de-Valorges;42114;42213;45.891667;4.308333
43;1;Champclause;43260;43053;45.025;4.175
43;2;Ally;43380;43006;45.158333;3.308333
43;2;Mercoeur;43100;43133;45.19176;3.29335
43;2;Fontannes;43100;43096;45.291667;3.425
43;2;Beaumont;43100;43022;45.316667;3.34239
43;2;Saint-Hilaire;43390;43193;45.3807;3.43899
43;2;Lempdes-sur-Allagnon;43410;43120;45.385;3.2721
44;6;Les Touches;44390;44205;47.441667;-1.425
81;3;Murat-sur-Včbre;81320;81192;43.683333;2.858333
46;1;Valroufié;46090;46327;44.516667;1.491667
46;1;Maxou;46090;46188;44.541667;1.441667
46;1;Saint-Caprais;46250;46250;44.608333;1.158333
48;1;Villefort;48800;48198;44;44
48;1;Rieutort-de-Randon;48700;48127;44;64
48;1;Saint-Denis-en-Margeride;48700;48145;44;74
48;2;Saint-Saturnin;48500;48181;44.408333;3.191667
49;4;Chacé;49400;49060;47.21435;-0.07179
50;2;Saint-Georges-de-Rouelley;50720;50474;48.60291;-0.77024
50;3;Agon-Coutainville;50230;50003;49.041667;-1.575
50;4;Le Mesnil;50580;50299;49.366667;-1.691667
50;4;L'Etang-Bertrand;50260;50176;49.466667;-1.558333
50;4;Jobourg;50440;50257;49.683333;-1.90375
50;4;Saint-Germain-des-Vaux;50440;50477;49.71269;-1.92054
50;4;Auderville;50440;50020;49.71358;-1.93104
51;5;Givry-lčs-Loisy;51130;51273;48.891667;3.908333
51;2;Les Petites-Loges;51400;51428;49.133333;4.225
51;4;Malmy;51800;51341;49.175;4.808333
54;4;Xousse;54370;54600;48.658333;6.708333
54;6;Chambley-Bussičres;54890;54112;49.05;5.898
56;2;Bangor;56360;56009;47.316667;-3.189
56;2;Crach;56950;56046;47.616667;-3.008333
56;6;Locmalo;56160;56113;48.075;-3.191667
90;1;Chavanatte;90100;90024;47.583333;7.066667
68;1;Wolfgantzen;68600;68379;48.033333;7.516667
68;1;Vogelgrun;68600;68351;48.016667;7.566667
68;4;Huningue;68330;68149;47.6;7.583333
68;1;Grussenheim;68320;68110;48.133333;7.483333
58;2;Saint-Laurent l'Abbaye;58150;58248;47.341667;2.991667
59;2;Villeneuve-d'Ascq;59491;59009;50.683333;3.141667
60;4;Ognes;60440;60473;49.1;2.825
61;2;Corbon;61400;61118;48.45;0.625
61;1;Saint-Brice;61700;61370;48.558333;-0.641667
61;2;Beaulieu;61190;61034;48.683333;0.741667
61;2;Couvains;61550;61136;48.858333;0.558333
62;1;Wailly;62217;62869;50.241667;2.725
63;3;Perpezat;63210;63274;45.683333;2.775
62;3;Ecoivres;62270;62283;50.325;2.291667
62;3;Maisoncelle;62310;62541;50.441667;2.141667
63;5;La Chaulme;63660;63104;45.466667;3.94464
63;5;Saint-Just;63600;63371;45.466667;3.791667
63;6;Aubiat;63260;63013;45.9785;3.16927
63;6;Montaigut;63700;63233;46.183333;2.808333
64;4;Urdos;64490;64542;42.875;-0.558333
64;4;Etsaut;64490;64223;42.908333;-0.575
64;4;Lescun;64490;64336;42.933333;-0.591667
64;4;Eaux-Bonnes;64440;64204;42.975;-0.391667
64;6;Biriatou;64700;64130;43.333333;-1.741667
64;6;Hendaye;64700;64260;43.358333;-1.775
64;2;Monségur;64460;64395;43.4318;-0.01679
65;2;Gavarnie;65120;65188;42.733333;-0.008333
65;1;Aragnouet;65170;65017;42.791667;0.225
65;1;Tramezaďgues;65170;65450;42.8;0.291667
65;2;Estaing;65400;65169;42.941667;-0.175
65;1;Montégut;65150;65319;43.066667;0.508333
76;6;La Frénaye;76170;76281;49.525;0.575
65;3;Castelnau-Rivičre-Basse;65700;65130;43.583333;-0.03127
65;3;Saint-Lanne;65700;65387;43.591667;-0.058333
66;2;Canet-en-Roussillon;66140;66037;42;71
67;8;Rott;67160;67416;49.016667;7.9
67;8;Niederbronn-les-Bains;67110;67324;48.95;7.633333
67;8;Preuschdorf;67250;67379;48.95;7.8
67;8;Wissembourg;67160;67544;49.033333;7.95
67;8;Obersteinbach;67510;67353;49.033333;7.683333
68;1;Artzenheim;68320;68009;48.116667;7.533333
67;8;Uttenhoffen;67110;67502;48.883333;7.65
67;8;Reichshoffen;67110;67388;48.933333;7.666667
67;9;Ohlungen;67590;67359;48.816667;7.7
67;8;Niedersteinbach;67510;67334;49.033333;7.716667
67;5;Le Hohwald;67140;67210;48.40352;7.32448
67;8;Woerth;67360;67550;48.933333;7.75
67;8;Langensoultzbach;67360;67259;48.966667;7.733333
67;8;Merkwiller-Pechelbronn;67250;67290;48.933333;7.833333
67;8;Climbach;67510;67075;49.016667;7.85
67;8;Keffenach;67250;67232;48.966667;7.883333
67;8;Dieffenbach-lčs-Woerth;67360;67093;48.933333;7.783333
67;8;Schoenenbourg;67250;67455;48.95;7.916667
67;8;Wingen;67510;67537;49.033333;7.816667
67;8;Memmelshoffen;67250;67288;48.966667;7.866667
67;8;Aschbach;67250;67012;48.933333;7.983333
67;8;Siegen;67160;67466;48.95;8.05
67;9;Rountzenheim;67480;67418;48.816667;8
67;8;Trimbach;67470;67494;48.933333;8.016667
67;8;Beinheim;67930;67025;48.866667;8.083333
67;8;Schleithal;67160;67451;48.983333;8.033333
67;8;Oberroedern;67250;67349;48.916667;7.966667
67;8;Salmbach;67160;67432;48.983333;8.066667
67;8;Niederlauterbach;67630;67327;48.966667;8.1
67;8;Goersdorf;67360;67160;48.95;7.766667
67;8;Mothern;67470;67305;48.933333;8.15
67;8;Munchhausen;67470;67308;48.9334;8.1516
67;8;Steinseltz;67160;67479;49.016667;7.933333
67;8;Lauterbourg;67630;67261;48.97529;8.17583
67;8;Scheibenhard;67630;67443;48.983333;8.133333
68;3;Bouxwiller;68480;68049;47.508333;7.341667
69;7;Rillieux-la-Pape;69140;69286;45;82
69;13;Colombier-Saugnieu;69124;69299;45.71243;5.1116
69;13;Jons;69330;69280;45.8077;5.07919
70;1;Percey-le-Grand;70600;70406;47.60966;5.38949
71;2;Vitry-en-Charollais;71600;71588;46.45479;4.05953
71;6;Saint-Martin-du-Mont;71580;71454;46.616667;5.291667
71;2;Vitry-sur-Loire;71140;71589;46.683333;3.7084
71;6;Beauvernois;71270;71028;46.833333;5.4385
71;3;Brion;71190;71062;46.908333;4.208333
72;4;Le Bailleul;72200;72022;47.766667;-0.158333
72;4;Tassé;72430;72347;47.88937;-0.13678
73;3;Valloire;73450;73306;45.165;6.4262
73;3;Bessans;73480;73040;45.316667;6.991667
73;2;La Perričre;73120;73198;45.45;6.591667
73;3;La Rochette;73110;73215;45.458333;6.108333
83;5;Châteauvieux;83840;83040;43.775;6.575
73;1;Motz;73310;73180;45.9207;5.84684
74;5;Villard;74420;74301;46.216667;6.441667
88;3;Saint-Maurice-sur-Moselle;88560;88426;47.866667;6.791667
76;9;Houquetot;76110;76368;49.608333;0.391667
77;1;Saint-Fargeau-Ponthierry;77310;77407;48;53
77;2;La Madeleine-sur-Loing;77570;77267;48.2;2.7031
78;10;Paray-Douaville;78660;78478;48.466667;1.875
78;10;Ablis;78660;78003;48.516667;1.841667
78;10;Sainte-Mesme;78730;78569;48.52988;1.95604
82;1;Saint-Georges;82240;82162;44.225;1.641667
78;9;Tilly;78790;78618;48.883333;1.575
78;9;Perdreauville;78200;78484;48.958333;1.625
79;4;Mauléon;79700;79079;46;92
79;2;Fressines;79370;79129;46.325;-0.291667
80;6;Saint-Mard;80700;80708;49.691667;2.758333
80;5;Offoy;80400;80605;49.758333;3.008333
80;4;Conteville;80370;80208;50.175;2.075
80;4;Fort-Mahon-Plage;80790;80333;50.341944;1.569722
81;3;Navčs;81710;81195;43.566667;2.225
81;4;Belcastel;81500;81025;43.65;1.758333
81;3;Nages;81320;81193;43.67555;2.77966
81;3;Moulin-Mage;81320;81188;43.71127;2.80464
81;3;Barre;81320;81023;43.75124;2.82714
81;2;Grazac;81800;81106;43.84322;1.6562
81;2;Tauriac;81630;81293;43.883333;1.591667
81;1;Les Cabannes;81170;81045;44.066667;1.941667
82;1;Laguépie;82250;82088;44;15
82;2;Montgaillard;82120;82129;43.933333;0.875
82;2;Marsac;82120;82104;43.941667;0.825
82;1;Montastruc;82130;82120;44.1;1.291667
82;2;Brassac;82190;82024;44.216667;0.975
83;5;Fréjus;83600;83061;43;43
83;6;Saint-Martin;83560;83114;43.58918;5.88478
85;5;Longčves;85200;85126;46.483333;-0.858333
85;2;Saint-Avaugourd-des-Landes;85540;85200;46.5134;-1.48501
85;3;L'Epine;85740;85083;46.983333;-2.275
85;3;Noirmoutier-en-l'Ile;85330;85163;47.008333;-2.225
86;1;Neuville-de-Poitou;86170;86177;46;69
86;3;Surin;86250;86266;46.0775;0.37179
86;3;Saint-Sauvant;86600;86244;46.358333;0.058333
86;3;Thollet;86290;86270;46.42108;1.12298
86;4;Aulnay;86330;86013;46.908333;0.091667
87;2;Maisonnais-sur-Tardoire;87440;87091;45.716667;0.691667
88;3;Bussang;88540;88081;47.87938;6.85014
88;3;Le Thillot;88160;88468;47.8795;6.76495
88;3;Ramonchamp;88160;88369;47.89;6.7379
88;3;Le Ménil;88160;88302;47.89328;6.742881
88;3;Ferdrupt;88360;88170;47.9;6.74288
88;4;Repel;88500;88389;48.35;5.975
89;2;Magny;89200;89235;47.48414;3.98098
89;1;Etais-la-Sauvin;89480;89158;47.50379;3.3419
89;1;Charny;89120;89086;47.883333;3.091667
89;2;Charmoy;89400;89085;47.941667;3.491667
89;3;Nailly;89100;89274;48.225;3.225
91;2;Blandy;91150;91067;48.316667;2.258333
92;10;Meudon;92190;92048;48.808333;2.241667
93;2;Saint-Denis;93200;93066;48.933333;2.358333
93;1;Epinay-sur-Seine;93800;93031;48.95;2.308333
93;2;Villetaneuse;93430;93079;48.958333;2.341667
94;8;Saint-Maurice;94410;94069;48.816667;2.458333
2B;2;Manso;20245;20153;42.383333;8.766667
2B;2;Santa-Reparata-di-Balagna;20220;20316;42.6;8.916667
2B;2;Palasca;20226;20199;42.583333;9.05
2B;1;Urtaca;20218;20332;42.6;9.166667
2B;2;Belgodčre;20226;20034;42.583333;9.016667
2B;2;Omessa;20236;20193;42.366667;9.2
2B;2;Speloncato;20226;20290;42.566667;8.966667
2B;1;Pičve;20258;20230;42.566667;9.283333
2A;2;Grossa;20100;20129;41.6;8.883333
2B;2;Ville-di-Paraso;20279;20352;42.566667;8.983333
2B;2;Popolasca;20218;20244;42.433333;9.133333
2B;2;Corbara;20220;20093;42.616667;8.9
2B;2;Monticello;20220;20168;42.616667;8.95
2A;1;Bocognano;20136;20040;42.083333;9.066667
2B;2;Novella;20211;20180;42.566667;9.116667
2B;2;Castirla;20236;20083;42.366667;9.15
2A;1;Evisa;20126;20108;42.25;8.8
2B;1;Ogliastro;20217;20183;42.816667;9.333333
2B;2;L'Ile-Rousse;20220;20134;42.633333;8.933333
2A;2;Tasso;20134;20322;41.933333;9.1
2A;2;Aullčne;20116;20024;41.766667;9.083333
2B;2;Calenzana;20214;20049;42.5;8.85
2A;2;Sari-Solenzara;20145;20269;41.833333;9.375
2A;1;Ajaccio;20000;20004;41.916667;8.733333
2B;2;Calvi;20260;20050;42.566667;8.75
2A;1;Villanova;20167;20351;41.95;8.666667
2A;1;Arro;20151;20022;42.083333;8.816667
2B;2;Lumio;20260;20150;42.566667;8.833333
2A;1;Balogna;20160;20028;42.166667;8.783333
2B;2;Algajola;20220;20010;42.616667;8.866667
2A;1;Cargčse;20130;20065;42.133333;8.583333
2A;1;Partinello;20147;20203;42.3;8.683333
2A;1;Serriera;20147;20279;42.3;8.716667
2A;1;Osani;20147;20197;42.316667;8.633333
2B;2;Silvareccio;20215;20280;42.45;9.4
2B;1;Sorio;20258;20287;42.583333;9.266667
2B;1;Saint-Florent;20217;20298;42.683333;9.3
2B;2;Aléria;20270;20009;42.1;9.516667
2B;2;Santa-Lucia-di-Mercurio;20250;20306;42.316667;9.216667
2B;1;Centuri;20238;20086;42.95;9.35
2B;1;Pietralba;20218;20223;42.533333;9.183333
2B;1;Santo-Pietro-di-Tenda;20246;20314;42.6;9.25
2B;2;Scolca;20290;20274;42.516667;9.366667
2B;1;San-Martino-di-Lota;20200;20305;42.716667;9.416667
2B;2;Mausoléo;20259;20156;42.766667;9.466667
2B;1;Meria;20287;20159;42.933333;9.433333
2B;2;Monte;20290;20166;42.466667;9.383333
2B;2;Campitello;20252;20055;42.516667;9.316667
2B;1;Brando;20222;20043;42.766667;9.45
2B;2;Santa-Lucia-di-Moriani;20230;20307;42.383333;9.5
2B;2;Talasani;20230;20319;42.4;9.483333
2B;2;Asco;20276;20023;42.45;9.033333
2B;2;Aiti;20244;20003;42.4;9.233333
2B;2;Galéria;20245;20121;42.4;8.65
